"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/17/2010","Transfer to CD","Internet Banking Transfer Withdrawal 000153559713075","650.00","debit","Transfer","Personal Second","",""
"3/17/2010","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","500.00","debit","Transfer","Personal Second","",""
"3/17/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/16/2010","Broadview Brinks Draft","Broadview/brinks Draft 800-445-0872 Tx","36.99","debit","Brinks","Personal CC1","",""
"3/16/2010","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"3/16/2010","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","700.00","debit","Cash & ATM","Personal","",""
"3/16/2010","Great Wolf Gift","Visa Purchase (Non-pin) Great Wolf Gift Grand Mound Wa","20.00","debit","Gift","Personal","",""
"3/16/2010","Check 1036","Check   view-1036","1250.00","debit","Check","CD","",""
"3/16/2010","Great Wolf Lodgegrand","Visa Purchase (Non-pin) Great Wolf Lodgegrand Mound Wa","35.84","debit","Uncategorized","CD","",""
"3/16/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","3289.00","credit","Income","CD","",""
"3/15/2010","Barnes & Noble","Purchase With Pin Barnesnoble 301 Seattle Wa","23.78","debit","Books","Personal","",""
"3/15/2010","Netflix","Visa Purchase (Non-pin) Nfi*www.netflix.netflix.com Ca","9.84","debit","Movies & DVDs","Personal","",""
"3/15/2010","Transfer to Personal Second","Funds Transfer-debit 000153559714024","1150.00","debit","Transfer","Personal","",""
"3/15/2010","Arco","Purchase With Pin Arco Paypoint Federal Way Wa","4.62","debit","Gas & Fuel","Personal","",""
"3/15/2010","Jack in the Box","Visa Purchase (Non-pin) Jack In The Box Olympia Wa","6.26","debit","Fast Food","Personal","",""
"3/15/2010","North Pacific In","Electronic Withdrawal North Pacific In","123.99","debit","Auto Insurance","Personal","",""
"3/15/2010","Safeway","Purchase With Pin Safeway Store 0seattle Wa","74.58","debit","Groceries","Personal","",""
"3/15/2010","Transfer to Chase CARD","Electronic Withdrawal Chase","194.00","debit","Credit Card Payment","Personal","",""
"3/15/2010","Arco","Purchase With Pin Arco Paypoint Federal Way Wa","51.61","debit","Gas & Fuel","Personal","",""
"3/15/2010","Transfer from Personal Second","Internet Banking Transfer Deposit 000153559714024","680.00","credit","Transfer","CD","",""
"3/15/2010","Target","Visa Purchase (Non-pin) Target 00seattle Wa","190.41","debit","Shopping","CD","",""
"3/15/2010","Caffe Ladro","Visa Purchase (Non-pin) Caffe Ladro Fremseattle Wa","6.07","debit","Food & Dining","CD","",""
"3/15/2010","Comcast","Visa Purchase (Non-pin) Comcast Cable Co800-comcast Wa","181.31","debit","Television","CD","",""
"3/15/2010","Target","Visa Purchase (Non-pin) Target 00seattle Wa","5.06","debit","Shopping","CD","",""
"3/15/2010","Java Jahn","Visa Purchase (Non-pin) Java Jahn Seattle Wa","5.25","debit","Food & Dining","CD","",""
"3/15/2010","AT&T","Web Authorized Pmt At&t","134.07","debit","Home Phone","CD","",""
"3/15/2010","Java Jahn","Visa Purchase (Non-pin) Java Jahn Seattle Wa","8.25","debit","Food & Dining","CD","",""
"3/15/2010","Transfer from Personal","Funds Transfer-credit 000153556271499","1150.00","credit","Transfer","Personal Second","",""
"3/15/2010","Transfer to CD","Internet Banking Transfer Withdrawal 000153559713075","680.00","debit","Transfer","Personal Second","",""
"3/15/2010","Balance Transfer Interest","BALANCE TRANSFER INTEREST","68.92","debit","Transfer","Chase CARD","",""
"3/15/2010","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2029.75","credit","Income","Personal","",""
"3/12/2010","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","48.00","debit","Uncategorized","Personal","",""
"3/12/2010","Victoria's Secret","Purchase With Pin Victoria's Secreseattle Wa","40.00","debit","Clothing","Personal","",""
"3/12/2010","Transfer from Personal","AUTOMATIC PAYMENT - THANK","194.00","credit","Credit Card Payment","Chase CARD","",""
"3/11/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","3.08","debit","Coffee Shops","CD","",""
"3/11/2010","Thai Ku","Visa Purchase (Non-pin) Thaiku Seattle Wa","29.09","debit","Restaurants","CD","",""
"3/11/2010","Finance Charge Interest","***finance Charge***interest","49.32","debit","Finance Charge","CD Credit","",""
"3/11/2010","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"3/11/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/11/2010","Ppdacct","Electronic Withdrawal 100311payment 5xxxxxxxxxxxx0632369 Ppdacct 0","404.63","debit","Uncategorized","CD","",""
"3/10/2010","Target","Purchase With Pin Target T1284 Seaseattle Wa","26.16","debit","Shopping","Personal","",""
"3/10/2010","Codero Ks","Visa Purchase (Non-pin) Codero 913-8907700 Ks","129.98","debit","Business Services","CD","",""
"3/10/2010","Caffe Ladro","Visa Purchase (Non-pin) Caffe Ladro Fremseattle Wa","3.42","debit","Food & Dining","CD","",""
"3/10/2010","Check 5059","Check   view-5059","175.00","debit","Check","CD","",""
"3/10/2010","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","30.00","debit","Business Services","CD","",""
"3/10/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/09/2010","Nordstrom","Purchase With Pin Nordstrom 015 19lynnwood Wa","36.03","debit","Clothing","Personal","",""
"3/09/2010","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","21.98","debit","Restaurants","CD","",""
"3/09/2010","Check 5003","Check   view-5003","120.00","debit","Check","Personal Second","",""
"3/08/2010","Bldg","Visa Purchase (Non-pin) Google *bldg Blkgoogle.com/cca","25.00","debit","Legal","Personal","",""
"3/08/2010","Bldg","Visa Purchase (Non-pin) Google *bldg Blkgoogle.com/cca","25.00","debit","Legal","Personal","",""
"3/08/2010","iTunes","Visa Purchase (Non-pin) Apl*itunes 866-712-7753ca","42.52","debit","Music","Personal","",""
"3/08/2010","Bad Albert's Tap & Grill","Visa Purchase (Non-pin) Bad Alberts Tap Seattle Wa","16.75","debit","Restaurants","CD","",""
"3/08/2010","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","44.88","debit","Business Services","CD","",""
"3/08/2010","Wslcb","Visa Purchase (Non-pin) 195 Wslcb Store Seattle Wa","57.90","debit","Uncategorized","CD","",""
"3/08/2010","Counter Burg","Visa Purchase (Non-pin) The Counter Burgseattle Wa","105.62","debit","Uncategorized","CD","",""
"3/08/2010","Leenas Cafe","Visa Purchase (Non-pin) Leena's Cafe Shoreline Wa","13.70","debit","Restaurants","CD","",""
"3/08/2010","Caffe Ladro","Visa Purchase (Non-pin) Caffe Ladro Fremseattle Wa","9.37","debit","Food & Dining","CD","",""
"3/08/2010","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"3/08/2010","Amazon","Visa Purchase (Non-pin) Amzn Pmts 866-749-7545wa","21.17","debit","Shopping","CD","",""
"3/08/2010","United","Visa Purchase (Non-pin) United Parking 4seattle Wa","5.98","debit","Auto & Transport","CD","",""
"3/08/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","5426.00","credit","Income","CD","",""
"3/08/2010","Transfer from CD","Internet Payment Thank You","300.00","credit","Credit Card Payment","CD Credit","",""
"3/08/2010","Finance Charge Annual","**finance Charge*annual Membership Fee","0.00","debit","Finance Charge","Personal CC2","",""
"3/08/2010","Transfer to CD Credit","Internet Banking Payment To Credit Card 5541","300.00","debit","Credit Card Payment","CD","",""
"3/05/2010","Great Wolf Ldg","Visa Purchase (Non-pin) Great Wolf Ldg Dgrand Mound Wa","316.74","debit","Uncategorized","CD","",""
"3/05/2010","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","0.36","debit","Business Services","CD","",""
"3/05/2010","Thai Ku","Visa Purchase (Non-pin) Thaiku Seattle Wa","11.60","debit","Restaurants","CD","",""
"3/05/2010","Panic Transmitpanic Com","Visa Purchase (Non-pin) Panic *transmitpanic.com/ccor","29.95","debit","Uncategorized","CD","",""
"3/04/2010","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","20.00","debit","Hospital Bills","Personal","",""
"3/04/2010","J.Crew","Visa Purchase (Non-pin) J.crew Purchase 800-562-0258va","55.29","debit","Clothing","Personal","",""
"3/04/2010","Check 1033","Check   view-1033","2322.30","debit","Check","CD","",""
"3/04/2010","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros 206-7849806 Wa","24.75","debit","Restaurants","CD","",""
"3/04/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/03/2010","iTunes","Visa Purchase (Non-pin) Apl*itunes 866-712-7753ca","13.07","debit","Music","Personal","",""
"3/03/2010","Swimoutlet Com Ca","Visa Purchase (Non-pin) Swimoutlet.com 800-691-4065ca","41.94","debit","Uncategorized","Personal","",""
"3/03/2010","7-Eleven","Purchase With Pin 7-eleven Seattle Wa","54.66","debit","Fast Food","Personal","",""
"3/03/2010","Java Jahn","Visa Purchase (Non-pin) Java Jahn Seattle Wa","2.25","debit","Food & Dining","CD","",""
"3/03/2010","Check 1034","Check   view-1034","100.50","debit","Check","CD","",""
"3/03/2010","Counter Burg","Visa Purchase (Non-pin) The Counter Burgseattle Wa","35.98","debit","Uncategorized","CD","",""
"3/03/2010","Pegasus","Visa Purchase (Non-pin) Pegasus-dexter Hseattle Wa","2.65","debit","Restaurants","CD","",""
"3/03/2010","Deposit View","Deposit   view","3330.00","credit","Income","CD","",""
"3/03/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/02/2010","7-Eleven","Purchase With Pin 7-eleven Seattle Wa","49.92","debit","Fast Food","Personal","",""
"3/02/2010","Amazon","Visa Purchase (Non-pin) Amazon Mktplace Amzn.com/bilwa","8.72","debit","Shopping","Personal","",""
"3/02/2010","Amazon","Visa Purchase (Non-pin) Amazon Mktplace Amzn.com/bilwa","12.76","debit","Shopping","Personal","",""
"3/02/2010","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","700.00","debit","Cash & ATM","Personal","",""
"3/02/2010","Bkcd Processing","Electronic Withdrawal Bkcd Processing","15.46","debit","Business Services","CD","",""
"3/02/2010","Red Robin","Visa Purchase (Non-pin) Red Robin #17 Lynnwood Wa","60.40","debit","Restaurants","CD","",""
"3/02/2010","Safeway","Visa Purchase (Non-pin) Safeway Store 00shoreline Wa","18.26","debit","Groceries","CD","",""
"3/02/2010","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","52.00","debit","Business Services","CD","",""
"3/02/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","48.90","credit","Income","CD","",""
"3/02/2010","Payment Gateway","Electronic Withdrawal Authnet Gateway","52.50","debit","Business Services","CD","",""
"3/01/2010","Home","Visa Purchase (Non-pin) Home Cake Decoraseattle Wa","43.07","debit","Hotel","Personal","",""
"3/01/2010","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","31.23","debit","Food & Dining","Personal","",""
"3/01/2010","Spiros Pizza & Pasta","Visa Purchase (Non-pin) Spiros Pizzapastshoreline Wa","48.67","debit","Restaurants","Personal","",""
"3/01/2010","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","32.80","debit","Clothing","Personal","",""
"3/01/2010","Zeeks Pizza","Visa Purchase (Non-pin) Zeek's Pizza Draseattle Wa","35.19","debit","Restaurants","CD","",""
"3/01/2010","Home Depot","Visa Purchase (Non-pin) The Home Depot 4seattle Wa","11.54","debit","Home Improvement","CD","",""
"3/01/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","16.03","debit","Coffee Shops","CD","",""
"3/01/2010","Sharis of Aurora","Visa Purchase (Non-pin) Sharis Of Aurorashoreline Wa","35.84","debit","Restaurants","CD","",""
"3/01/2010","PayPal","Web Authorized Pmt Paypal","99.99","debit","Shopping","CD","",""
"3/01/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"3/01/2010","Bank Of America","Web Authorized Pmt Bank Of America","300.00","debit","Car Payment","Personal Second","",""
"2/26/2010","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2029.75","credit","Income","Personal","",""
"2/26/2010","Red Robin","Visa Purchase (Non-pin) Red Robin #12 Seattle Wa","28.60","debit","Restaurants","Personal","",""
"2/26/2010","Smokin Petes Bbq","Visa Purchase (Non-pin) Smokin Pete's Bb206-7830454 Wa","12.22","debit","Groceries","CD","",""
"2/26/2010","Apple","Visa Purchase (Non-pin) Apl*apple Online800-676-2775ca","108.41","debit","Electronics & Software","CD","",""
"2/26/2010","Java Jahn","Visa Purchase (Non-pin) Java Jahn Seattle Wa","3.75","debit","Food & Dining","CD","",""
"2/25/2010","ATM Fee","Atm Withdrawal 1423 Nw Market Sseattle Waus1","2.00","debit","ATM Fee","CD","",""
"2/25/2010","ATM Withdrawal","Atm Withdrawal 1423 Nw Market Sseattle Waus1","100.00","debit","Cash & ATM","CD","",""
"2/25/2010","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","31.97","debit","Music","Personal","",""
"2/25/2010","Target","Purchase With Pin Target T1284 Seaseattle Wa","61.29","debit","Shopping","Personal","",""
"2/25/2010","Check 5053","Check   view-5053","40.00","debit","Check","CD","",""
"2/25/2010","Safeway","Visa Purchase (Non-pin) Safeway Store00shoreline Wa","44.61","debit","Groceries","CD","",""
"2/25/2010","ATM Fee","Atm Fee 022510plusterm1423 Nw Market Sseattle Waus1","2.00","debit","ATM Fee","CD","",""
"2/25/2010","Maritime Pacific","Visa Purchase (Non-pin) Maritime Pacificseattle Wa","26.82","debit","Uncategorized","CD","",""
"2/25/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","733.57","credit","Income","CD","",""
"2/24/2010","Target","Purchase With Pin Target T0338 Lynlynnwood Wa","90.82","debit","Shopping","Personal","",""
"2/24/2010","Toys ""R"" Us","Purchase With Pin Toys R Us Lynnwood Wa","32.84","debit","Toys","Personal","",""
"2/24/2010","LA Casa","Visa Purchase (Non-pin) La Casa Azul Seattle Wa","22.00","debit","Charity","CD","",""
"2/24/2010","Counter Burg","Visa Purchase (Non-pin) The Counter Burgseattle Wa","26.55","debit","Uncategorized","CD","",""
"2/24/2010","Safeway","Visa Purchase (Non-pin) Safeway Store00shoreline Wa","6.52","debit","Groceries","CD","",""
"2/23/2010","Ccf Childfund In","Visa Purchase (Non-pin) Ccf*childfund In800-776-6767va","24.00","debit","Kids","Personal","",""
"2/23/2010","City Mt Lk","Visa Purchase (Non-pin) City Of Mt Lk Temountlake Tewa","70.00","debit","Uncategorized","Personal","",""
"2/23/2010","Skype","Visa Purchase (Non-pin) Www.skype.com Internet","3.00","debit","Home Phone","CD","",""
"2/23/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","839.00","credit","Income","CD","",""
"2/22/2010","Transfer from CD","Internet Payment Thank You","77.48","credit","Credit Card Payment","Personal CC1","",""
"2/22/2010","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Lynnwood Wa","38.25","debit","Toys","Personal","",""
"2/22/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","3.92","debit","Coffee Shops","Personal","",""
"2/22/2010","Safeway","Visa Purchase (Non-pin) Safeway Store 00seattle Wa","165.84","debit","Groceries","Personal","",""
"2/22/2010","United","Visa Purchase (Non-pin) United Parking 4seattle Wa","5.98","debit","Auto & Transport","CD","",""
"2/22/2010","Woodland Park Zoo","Visa Purchase (Non-pin) Woodland Park Zoseattle Wa","110.00","debit","Entertainment","CD","",""
"2/22/2010","Transfer to Personal CC1","Internet Banking Payment To Credit Card 1007","77.48","debit","Credit Card Payment","CD","",""
"2/19/2010","Toys ""R"" Us","Visa Purchase (Non-pin) Toys R Us #8025 Seattle Wa","31.17","debit","Toys","CD","",""
"2/19/2010","Shoeboxed Nc","Visa Purchase (Non-pin) Shoeboxed Inc 704-3404768 Nc","19.95","debit","Clothing","CD","",""
"2/19/2010","Toys ""R"" Us","Visa Purchase (Non-pin) Toys R Us #8025 Seattle Wa","116.05","debit","Toys","CD","",""
"2/18/2010","ATM Fee","Atm Withdrawal 24 Roy St Ste. 1seattle Waus1","1.95","debit","ATM Fee","CD","",""
"2/18/2010","ATM Withdrawal","Atm Withdrawal 24 Roy St Ste. 1seattle Waus1","60.00","debit","Cash & ATM","CD","",""
"2/18/2010","ATM Fee","Atm Withdrawal 85 Pike St. Roomseattle Waus1","3.00","debit","ATM Fee","CD","",""
"2/18/2010","ATM Withdrawal","Atm Withdrawal 85 Pike St. Roomseattle Waus1","100.00","debit","Cash & ATM","CD","",""
"2/18/2010","Pagliacci Pizza","Visa Purchase (Non-pin) Pagliacci Pizza 206-6520877 Wa","31.48","debit","Restaurants","Personal","",""
"2/18/2010","Check 5531","Check   view-5531","50.00","debit","Check","Personal","",""
"2/18/2010","ATM Fee","Atm Fee 021810plusterm85 Pike St. Roomseattle Waus1","2.00","debit","ATM Fee","CD","",""
"2/18/2010","ATM Fee","Atm Fee 021810plusterm24 Roy St Ste. 1seattle Waus1","2.00","debit","ATM Fee","CD","",""
"2/18/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","39.12","credit","Income","CD","",""
"2/17/2010","Union 76","Visa Purchase (Non-pin) Union 76 00seattle Wa","14.12","debit","Gas & Fuel","Personal","",""
"2/17/2010","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","540.00","debit","Cash & ATM","Personal","",""
"2/17/2010","QFC","Visa Purchase (Non-pin) Qfc #5858 Seattle Wa","15.72","debit","Groceries","CD","",""
"2/17/2010","Caffe Ladro","Visa Purchase (Non-pin) Caffe Ladro Fremseattle Wa","3.00","debit","Food & Dining","CD","",""
"2/17/2010","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","2178.00","credit","Income","CD","",""
"2/17/2010","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"2/16/2010","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.51","debit","Gym","Personal CC1","",""
"2/16/2010","Broadview Brinks Draft","Broadview/brinks Draft 800-445-0872 Tx","36.99","debit","Brinks","Personal CC1","",""
"2/16/2010","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","22.98","debit","Gym","Personal CC1","",""
"2/16/2010","Walgreen","Purchase With Pin Walgreen Companyshoreline Wa","46.05","debit","Hospital Bills","Personal","",""
